r1bqkb1r/ppppppp1/5n2/7p/2P2PnP/PQ1P1K2/1P2P1P1/RNB2BNR b kq - 3 2
r1bqkb1r/p1pppppp/5n2/1p2n3/2P2P1P/P2P4/1P2P1P1/RNBQKBNR w KQkq - 0 2
rnbqkbnr/ppp1p1pp/5p2/8/2p2P2/PP4PP/3PP3/RNBQKBNR b KQkq - 0 2
r1bqkb1r/pppppp2/5n2/4n1pp/2P1PP1P/P2P4/1P3KP1/RNBQ1BNR w kq - 0 2
r1bqkbr1/pp1pppp1/2p2n2/7p/P1P2P1P/4P2N/1P4P1/RNBQKB1R w KQq - 1 2
r1b1kb1r/ppqpppp1/2pQ1n2/5P1p/2P4P/P3P2N/1P4P1/RNB1KB1R b KQkq - 2 2
rnbqkb1r/pppppp1p/7n/6p1/P7/7N/1PPPPPPP/RNBQKB1R b KQkq - 1 2
r1bqkb1r/pp1pppp1/2p5/7p/P1P1nP1P/4PQ1N/1P4P1/RNB1KB1R b KQkq - 2 2
r1bqkb1r/ppppppp1/5n2/7p/2P2PnP/P2PK3/1P2P1P1/RNBQ1BNR w kq - 2 2
r1bqkb1r/pp1p1pp1/2p1pn2/7p/2P1PP1P/P6N/1PQ3P1/RNB1KB1R b KQkq - 0 2
r1bqkb1r/p2pppp1/1pp2n2/4n2p/2P2P1P/P2PP3/1P3KP1/RNB1QBNR b kq - 1 2
rnbqkbnr/ppp1pppp/3p4/8/5P2/2P5/PP1PP1PP/RNBQKBNR b KQkq - 0 2
r1bqkb1r/pppppppn/8/4n2p/2P2P1P/P2PK3/1P2P1P1/RNBQ1BNR w kq - 2 2
r1bqkb1r/pp2ppp1/2pp1n2/4n2p/2P1PP1P/P2PB2N/1P3KP1/RN1Q1B1R b kq - 1 2
rnbqkbnr/ppp1pppp/8/3p4/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 0 2
r1bqkb1r/pppppp2/5n2/4n1pp/2P2P1P/PP1P3R/4PKP1/RNBQ1BN1 b kq - 0 2
r1bqkb1r/p1pppppp/5n2/1p2n3/2P2PP1/P2P3P/1P1NP3/R1BQKBNR b KQkq - 1 2
r1bqkb1r/pp1pppp1/2p2nn1/7p/2P2PPP/P2PP2N/1P3K2/RNBQ1B1R w kq - 1 2
r1bqkb1r/p2pppp1/2p2n2/1p5p/2P2P1P/P3P1PN/1P6/RNBQKB1R w KQkq - 0 2
rnbqkbnr/pppppppp/8/8/P4P2/N7/1PPPP1PP/R1BQKBNR w KQkq - 1 2
r1b1kb1r/ppqpppp1/2p2n2/6Np/2P1PP1P/P7/1P4P1/RNBQKB1R b KQkq - 0 2
r1bqkbnr/pppppppp/2n5/8/4P3/N7/PPPP1PPP/R1BQKBNR b KQkq - 2 2
r1b1kb1r/ppqpppp1/2p2n2/6Np/2P2P1P/P3P3/1P4P1/RNBQKB1R w KQkq - 2 2
r1bqkb1r/pp2ppp1/2pp1n2/4n2p/2P2P1P/PP1PP2N/5KP1/RNB1QB1R b kq - 0 2
r1bqkb1r/pp1pppp1/2p5/7p/2P2PnP/P1N1P2N/1P4P1/R1BQKB1R w KQkq - 2 2
r1bqkb1r/pp1ppp2/2p2np1/4n2p/2P2P1P/P2PP1KN/RP4P1/1NBQ1B1R b kq - 1 2
r1bqkb1r/pppppppp/2n5/3n4/2P2P2/1Q5P/PP1PP1P1/RNB1KBNR w KQkq - 2 2
rnbqkbnr/ppppp1pp/5p2/8/2P2P2/6P1/PP1PP2P/RNBQKBNR b KQkq - 0 1
rnbqkb1r/p1pppppp/1p3n2/8/P1P5/3P4/1P2PPPP/RNBQKBNR b KQkq - 0 2
rnbqkb1r/pppp1ppp/5n2/4p3/1PP5/8/P2PPPPP/RNBQKBNR w KQkq - 0 2
r1bqkbnr/ppp1p1pp/2n2p2/3P4/5P2/P5PP/1P1PP3/RNBQKBNR b KQkq - 0 2
rnbq1bnr/pppkp1pp/5p2/3p4/2P2P2/P5PP/1P1PPK2/RNBQ1BNR b - - 2 2
r1bqkb1r/pp1ppppn/2p5/7p/2P2P1P/P3P2N/1P1B2PR/RN1QKB2 b Qkq - 3 2
r1b1kb1r/pp1pppp1/2p2n2/q5Np/2P2P1P/P3P3/1P3KP1/RNBQ1B1R b kq - 3 2
r1bqkb1r/pp1pppp1/2p2n2/4n3/2P2PpP/P2PP2N/1P2QK2/RNB2B1R b kq - 1 2
rnbqkbnr/pppppp1p/6p1/8/4P3/N7/PPPP1PPP/R1BQKBNR b KQkq - 0 2
r1bqkb1r/1p1pppp1/p1p2n2/4n2p/2P2P1P/P2PP2N/1P4P1/RNBQKB1R w kq - 0 2
r1bqkb1r/p1pppppp/1pn2n2/8/1PP2P2/7P/P2PP1P1/RNBQKBNR w KQkq - 0 2
r1bqkb1r/pppppppp/5n2/8/1nP2P2/NP5P/P2PP1P1/R1BQKBNR b KQkq - 0 2
r1bqkb1r/1p1pppp1/2p2n2/p3n2p/2P2P1P/P2PP2N/1P3KP1/RNBQ1B1R b kq - 1 2
r1bqkb1r/pp1pppp1/5n2/2p4p/2P2P1P/P3P1P1/1P6/RNBQKBNR b KQkq - 1 2
rnbqkb1r/pppp1ppp/4pn2/8/2P5/1P3N2/P2PPPPP/RNBQKB1R b KQkq - 1 2
r1bqkb1r/p2pppp1/2p2n2/1p2n1Np/2P2P1P/P2PP3/1P3KP1/RNB1QB1R b kq - 1 2
rnbqkb1r/ppppp1pp/7n/5p2/P7/N6P/1PPPPPP1/R1BQKBNR w KQkq - 0 2
r1bqkb1r/p1pppppp/5n2/1p2n3/2P1PPP1/P2P3P/1P6/RNBQKBNR b KQkq - 0 2
rnbqkb1r/1ppp1ppp/7n/p3p3/P1NP4/8/1PP1PPPP/R1BQKBNR w KQkq - 0 2
r1bqkb1r/pppppppp/8/3nn3/2P2PP1/P2PP2P/1P6/RNBQKBNR b KQkq - 0 2
r1bqkb1r/pp1ppp2/2p2np1/4n2p/2P2P1P/P2PP2N/RP2K1P1/1NBQ1B1R b kq - 1 2
r1bqkb1r/pppppppp/2n2n2/8/P1P5/5N2/1P1PPPPP/RNBQKB1R b KQkq - 2 2
rnbqkbnr/ppp1p1pp/5p2/3p4/2P2P2/P6P/RP1PP1P1/1NBQKBNR b Kkq - 1 1
r1bqkb1r/p2pppp1/2p2n2/1p2nP1p/2P3PP/P2PP2N/1P3K2/RNBQ1B1R b kq - 0 2
r1bqkb1r/1p1pppp1/2p2n2/p3nP1p/2P4P/P1NPP2N/1P3KP1/R1BQ1B1R b kq - 1 2
rnbqkb1r/pppp1ppp/7n/4p3/P1N5/8/1PPPPPPP/1RBQKBNR b Kkq - 1 2
r1bqkb1r/1pppppp1/p4n2/4nP1p/2P4P/P2P4/1P2PKP1/RNBQ1BNR w kq - 0 2
r1bqkb1r/pp1pppp1/2p2n2/5P1p/2P1P2P/P2P1n1N/1P3KP1/RNBQ1B1R b kq - 0 2
r1bqkb1r/pp1p1pp1/2p1pn2/4n1Np/2P2P1P/P2PP3/1P3KP1/RNBQ1B1R w kq - 0 2
r1b1kb1r/ppqpppp1/2p2n2/7p/P1P2P1P/R3P2N/1P4P1/1NBQKB1R b Kkq - 2 2
r1bqkb1r/pp1pppp1/2p2n2/7p/2n2P1P/P2PP2N/1P2QKP1/RNB2B1R w kq - 0 2
rnbqkbnr/1pppp1pp/p4p2/8/2P2P1P/8/PPQPP1P1/RNB1KBNR b KQkq - 1 2
rnbqkb1r/1pppp1pp/7n/p4p2/P1N5/3P4/1PP1PPPP/R1BQKBNR w KQkq - 0 2
rnbqkbnr/pppp1ppp/8/4p3/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 0 2
r1bqkb1r/pp1p1pp1/2p1pn2/7p/2P2P1P/P2BP2N/1P4P1/RNBQK2R w KQkq - 0 2
r1bqkb1r/1p1pppp1/2p2n2/p6p/2P2P1P/PQN1P2N/1P4P1/R1B1KB1R b KQkq - 1 2
r1bqkb1r/ppp1ppp1/3p1n2/4n2p/2P2P1P/P2PP3/1P1B1KP1/RN1Q1BNR b kq - 1 2
1nbqkb1r/1ppppppp/r6n/p7/P1N5/1P3N2/2PPPPPP/R1BQKB1R b KQk - 0 2
r1bqkb2/pp1ppppr/2p2n2/7p/2P2P1P/P2BP2N/1P4P1/RNBQ1RK1 b q - 3 2
r1bqkb1r/ppppppp1/5nn1/7p/2P1PP1P/P2P4/1P2NKP1/RNBQ1B1R b kq - 2 2
r1bqkbnr/ppppppp1/8/4n2p/2P2PPP/P2P4/1P2PK2/RNBQ1BNR w kq - 1 2
r1b1kb1r/pp1pppp1/1qp2n2/7p/2P1PPQP/P6N/1P4P1/RNB1KB1R b KQkq - 0 2
r1bqkbr1/pp1pppp1/2p2n2/7p/2P2P1P/P2BP3/1P4P1/RNBQK1NR b KQq - 3 2
r1bqkb1r/pp1pppp1/2p2n2/7p/2P1PP1P/P2P1n1N/1P1Q1KP1/RNB2B1R b kq - 2 2
r1bqkb1r/pp1pppp1/2p2n2/7p/2P2PnP/P2PP2N/1P2K1P1/RNB2B1R b kq - 1 2
r1bqkb1r/p2pppp1/2p2n2/1p5p/2P2P1P/P3P1PN/1P2Q3/RNB1KB1R b KQkq - 1 2
r1bqkb1r/pppppppp/8/4P3/2P3n1/P2PP2P/1P4P1/RNBQKBNR b KQkq - 0 2
r1bqkb1r/p2pppp1/2p2n2/1p5Q/2P1PP1P/P6N/1P4P1/RNB1KB1R b KQkq - 0 2
r1bqkb1r/pp2ppp1/2pp1n2/4n2p/2P2P1P/P2PP1KN/1P4P1/RNBQ1B1R w kq - 0 2
r1bqkb1r/pppppppn/8/4n2p/2PP1P1P/P6R/1P2PKP1/RNBQ1BN1 b kq - 0 2
r1bqkb1r/pp1pppp1/2p5/2P4p/5PnP/P3P2N/1P4P1/RNBQKB1R w KQkq - 1 2
r1bqkb1r/pppppppp/8/4n3/1PP2Pn1/P2P3P/R3P1P1/1NBQKBNR b Kkq - 0 2
r1bqkb1r/ppppppp1/2n2n2/7p/2P2P1P/P2P3R/1P2PKP1/RNBQ1BN1 w kq - 2 2
r1bqkb1r/pppppppp/5n2/8/2P2PP1/P2n3P/1P2P3/RNBQKBNR w KQkq - 0 2
r1bqkb1r/ppppppp1/5n2/7p/2P2PnP/P2P4/1PQ1PKP1/RNB2BNR w kq - 2 2
rnbqkbnr/ppp1p1pp/3p1p2/8/2PP1P2/6P1/PP2P2P/RNBQKBNR b KQkq - 0 2
r1bqkb1r/pppp1ppp/2n1pn2/8/1PP2P2/7P/P2PP1P1/RNBQKBNR w KQkq - 0 2
r1bqkb1r/1ppppppp/1Nn4n/p7/P7/8/1PPPPPPP/R1BQKBNR w KQkq - 2 2
r1bqkb1r/pp1p1pp1/2p1pn2/4n2p/2P2P1P/PP1PP2N/6P1/RNBQKB1R b kq - 0 2
r1bqkb2/pp1ppppr/2p2n2/4n2p/2P2P1P/P2PP2N/1P1NQKP1/R1B2B1R b q - 3 2
r1bqkb1r/pp2ppp1/2p2n2/3p3p/2P2P1P/P3P2N/1P2QKP1/RNB2B1R b kq - 1 2
r1bqkb1r/pp1pppp1/5n2/2p4p/2P2P1P/P1N1P2N/1P1Q2P1/R1B1KB1R b KQkq - 1 2
r1bqkb1r/1ppppppp/n6n/p7/P1N3P1/8/1PPPPP1P/R1BQKBNR w KQkq - 1 2
rn1qkbnr/ppp1p1pp/5p2/3p4/2P2P2/P4N1b/1P1PPKP1/RNBQ1B1R b kq - 1 2
r1bqkb2/pppppppr/5n2/4n2p/2P2P1P/P1NP4/1P2PKP1/R1BQ1BNR w q - 2 2
r1bqkb1r/p1pppppp/5n2/1p2n3/2P2P2/PQ1P3P/1P2P1P1/RNB1KBNR w KQkq - 0 2
r1bqkb1r/pppppppp/5n2/8/2P2P2/P2n3P/1P2PKP1/RNBQ1BNR w kq - 0 2
r1bqkb1r/pp1pppp1/5n2/2p1n2p/2P2P1P/PQ1P2P1/1P2PK2/RNB2BNR b kq - 0 2
1rbqkb1r/pp1pppp1/2p2n2/4n2p/2P2PQP/PP1PP2N/5KP1/RNB2B1R b k - 0 2
r1bqkb1r/pppppppp/5n2/4n3/1PP2P2/7P/P2PP1P1/RNBQKBNR w KQkq - 1 2
rnbqkbnr/p1p1p1pp/5p2/1pPp4/5PP1/P6P/1P1PP3/RNBQKBNR b KQkq - 0 2
r1bqkb1r/1pppppp1/5n2/p3nP1p/2P3PP/P2P4/1P2PK2/RNBQ1BNR b kq - 0 2
r1b1kb1r/ppqpppp1/2p2n2/3Q3p/2P2P1P/P3P2N/1P4P1/RNB1KB1R b KQkq - 3 2
r1bqkb1r/p1ppppp1/5n2/1p2n2p/2P2PPP/P2P4/1P2PK2/RNBQ1BNR w kq - 0 2
rnbqkbnr/pp1ppppp/2p5/8/7P/N7/PPPPPPP1/R1BQKBNR b KQkq - 0 2
r1bqkb1r/p2pppp1/2p2n2/1p5p/1PP2P1P/P3P2N/3N2P1/R1BQKB1R b KQkq - 0 2
1rbqkb1r/pp1pppp1/2p2n2/7p/2P1PP1P/P6N/1P1Q2P1/RNB1KB1R b KQk - 0 2
rnbqkb1r/ppp1pppp/3p1n2/8/P1P5/8/1P1PPPPP/RNBQKBNR w KQkq - 0 2
r1bqkb1r/pppppppp/5n2/8/2n2P2/P2PBN1P/1P2P1P1/RN1QKB1R b KQkq - 1 2
